ルーム,対戦者,結果
ルーム1: コンピューター82(チョキ) vs コンピューター93(チョキ) - あいこ
ルーム2: コンピューター10(パ―) vs コンピューター64(チョキ) - 勝者: コンピューター64
ルーム1: コンピューター14(パ―) vs コンピューター64(チョキ) - 勝者: コンピューター64
ルーム1: コンピューター86(パ―) vs コンピューター6(グー) - 勝者: コンピューター86
ルーム2: コンピューター96(パ―) vs コンピューター44(グー) - 勝者: コンピューター96
ルーム3: コンピューター98(グー) vs コンピューター82(パ―) - 勝者: コンピューター82
ルーム4: コンピューター43(パ―) vs コンピューター36(パ―) - あいこ
ルーム4: コンピューター43(グー) vs コンピューター36(グー) - あいこ
ルーム4: コンピューター43(パ―) vs コンピューター36(チョキ) - 勝者: コンピューター36
ルーム5: コンピューター56(チョキ) vs コンピューター21(チョキ) - あいこ
ルーム5: コンピューター56(グー) vs コンピューター21(パ―) - 勝者: コンピューター21
ルーム6: コンピューター69(パ―) vs コンピューター12(グー) - 勝者: コンピューター69
ルーム7: コンピューター46(チョキ) vs コンピューター63(グー) - 勝者: コンピューター63
ルーム8: コンピューター67(グー) vs コンピューター4(チョキ) - 勝者: コンピューター67
ルーム9: コンピューター64(チョキ) vs コンピューター42(チョキ) - あいこ
ルーム9: コンピューター64(グー) vs コンピューター42(チョキ) - 勝者: コンピューター64
ルーム10: コンピューター10(グー) vs コンピューター100(パ―) - 勝者: コンピューター100
ルーム11: コンピューター68(チョキ) vs コンピューター7(パ―) - 勝者: コンピューター68
ルーム12: コンピューター77(グー) vs コンピューター66(チョキ) - 勝者: コンピューター77
ルーム13: コンピューター70(パ―) vs コンピューター2(パ―) - あいこ
ルーム13: コンピューター70(パ―) vs コンピューター2(グー) - 勝者: コンピューター70
ルーム14: コンピューター32(パ―) vs コンピューター40(チョキ) - 勝者: コンピューター40
ルーム15: コンピューター25(パ―) vs コンピューター52(パ―) - あいこ
ルーム15: コンピューター25(パ―) vs コンピューター52(グー) - 勝者: コンピューター25
ルーム16: コンピューター37(チョキ) vs コンピューター55(チョキ) - あいこ
ルーム16: コンピューター37(パ―) vs コンピューター55(チョキ) - 勝者: コンピューター55
ルーム17: コンピューター71(チョキ) vs コンピューター50(グー) - 勝者: コンピューター50
ルーム18: コンピューター58(パ―) vs コンピューター93(チョキ) - 勝者: コンピューター93
ルーム19: コンピューター26(グー) vs コンピューター35(チョキ) - 勝者: コンピューター26
ルーム20: コンピューター38(チョキ) vs コンピューター90(チョキ) - あいこ
ルーム20: コンピューター38(パ―) vs コンピューター90(チョキ) - 勝者: コンピューター90
ルーム21: コンピューター81(チョキ) vs コンピューター9(グー) - 勝者: コンピューター9
ルーム22: コンピューター65(グー) vs コンピューター1(チョキ) - 勝者: コンピューター65
ルーム23: コンピューター57(パ―) vs コンピューター73(チョキ) - 勝者: コンピューター73
ルーム24: コンピューター20(パ―) vs コンピューター18(パ―) - あいこ
ルーム24: コンピューター20(グー) vs コンピューター18(チョキ) - 勝者: コンピューター20
ルーム25: コンピューター34(グー) vs コンピューター45(グー) - あいこ
ルーム25: コンピューター34(グー) vs コンピューター45(パ―) - 勝者: コンピューター45
ルーム26: コンピューター60(グー) vs コンピューター47(チョキ) - 勝者: コンピューター60
ルーム27: コンピューター89(パ―) vs コンピューター27(チョキ) - 勝者: コンピューター27
ルーム28: コンピューター54(チョキ) vs コンピューター97(パ―) - 勝者: コンピューター54
ルーム29: コンピューター49(グー) vs コンピューター75(チョキ) - 勝者: コンピューター49
ルーム30: コンピューター59(グー) vs コンピューター29(グー) - あいこ
ルーム30: コンピューター59(チョキ) vs コンピューター29(チョキ) - あいこ
ルーム30: コンピューター59(パ―) vs コンピューター29(チョキ) - 勝者: コンピューター29
ルーム31: コンピューター61(チョキ) vs コンピューター48(パ―) - 勝者: コンピューター61
ルーム32: コンピューター16(グー) vs コンピューター41(チョキ) - 勝者: コンピューター16
ルーム33: コンピューター80(グー) vs コンピューター11(パ―) - 勝者: コンピューター11
ルーム34: コンピューター14(パ―) vs コンピューター78(グー) - 勝者: コンピューター14
ルーム35: コンピューター91(パ―) vs コンピューター95(グー) - 勝者: コンピューター91
ルーム36: コンピューター83(グー) vs コンピューター62(グー) - あいこ
ルーム36: コンピューター83(チョキ) vs コンピューター62(チョキ) - あいこ
ルーム36: コンピューター83(グー) vs コンピューター62(グー) - あいこ
ルーム36: コンピューター83(グー) vs コンピューター62(グー) - あいこ
ルーム36: コンピューター83(パ―) vs コンピューター62(グー) - 勝者: コンピューター83
ルーム1: コンピューター86(パ―) vs コンピューター96(パ―) - あいこ
ルーム1: コンピューター86(グー) vs コンピューター96(チョキ) - 勝者: コンピューター86
ルーム2: コンピューター82(パ―) vs コンピューター36(チョキ) - 勝者: コンピューター36
ルーム3: コンピューター21(パ―) vs コンピューター69(パ―) - あいこ
ルーム3: コンピューター21(チョキ) vs コンピューター69(パ―) - 勝者: コンピューター21
ルーム4: コンピューター63(グー) vs コンピューター67(グー) - あいこ
ルーム4: コンピューター63(チョキ) vs コンピューター67(グー) - 勝者: コンピューター67
ルーム5: コンピューター64(グー) vs コンピューター100(パ―) - 勝者: コンピューター100
ルーム6: コンピューター68(チョキ) vs コンピューター77(グー) - 勝者: コンピューター77
ルーム7: コンピューター70(パ―) vs コンピューター40(チョキ) - 勝者: コンピューター40
ルーム8: コンピューター25(パ―) vs コンピューター55(チョキ) - 勝者: コンピューター55
ルーム9: コンピューター50(グー) vs コンピューター93(チョキ) - 勝者: コンピューター50
ルーム10: コンピューター26(グー) vs コンピューター90(チョキ) - 勝者: コンピューター26
ルーム11: コンピューター9(グー) vs コンピューター65(グー) - あいこ
ルーム11: コンピューター9(チョキ) vs コンピューター65(パ―) - 勝者: コンピューター9
ルーム12: コンピューター73(チョキ) vs コンピューター20(グー) - 勝者: コンピューター20
ルーム13: コンピューター45(パ―) vs コンピューター60(グー) - 勝者: コンピューター45
ルーム14: コンピューター27(チョキ) vs コンピューター54(チョキ) - あいこ
ルーム14: コンピューター27(パ―) vs コンピューター54(チョキ) - 勝者: コンピューター54
ルーム15: コンピューター49(グー) vs コンピューター29(チョキ) - 勝者: コンピューター49
